      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
       1       1       1    1993    -9999.0000000       37.8610722
       2       2       1    1993    -9999.0000000       76.0589517
       3       3       1    1993    -9999.0000000       80.2926095
       4       4       1    1993    -9999.0000000       78.1644103
       5       5       1    1993    -9999.0000000       75.3931088
       6       6       1    1993    -9999.0000000       72.6571884
       7       7       1    1993    -9999.0000000       70.1187009
       8       8       1    1993    -9999.0000000       68.7483315
       9       9       1    1993    -9999.0000000       67.7670865
      10      10       1    1993    -9999.0000000       66.5954203
      11      11       1    1993    -9999.0000000       73.1663727
      12      12       1    1993    -9999.0000000       85.9606744
      13      13       1    1993    -9999.0000000       97.9705247
      14      14       1    1993    -9999.0000000      109.6349901
      15      15       1    1993    -9999.0000000      115.7668360
      16      16       1    1993    -9999.0000000      115.9198247
      17      17       1    1993    -9999.0000000      115.3056813
      18      18       1    1993    -9999.0000000      112.9829385
      19      19       1    1993    -9999.0000000      106.4448310
      20      20       1    1993    -9999.0000000      100.2547648
      21      21       1    1993    -9999.0000000       96.4971025
      22      22       1    1993    -9999.0000000       95.3996605
      23      23       1    1993    -9999.0000000       93.3692744
      24      24       1    1993    -9999.0000000       89.6873069
      25      25       1    1993    -9999.0000000       86.2507723
      26      26       1    1993    -9999.0000000       83.0423078
      27      27       1    1993    -9999.0000000       79.6479579
      28      28       1    1993    -9999.0000000       76.0871781
      29      29       1    1993    -9999.0000000       72.5938520
      30      30       1    1993    -9999.0000000       69.3819296
      31      31       1    1993    -9999.0000000       66.4324369
      32       1       2    1993    -9999.0000000       63.6766614
      33       2       2    1993    -9999.0000000       61.1022742
      34       3       2    1993    -9999.0000000       58.7022093
      35       4       2    1993    -9999.0000000       56.4849168
      36       5       2    1993    -9999.0000000       54.4010573
      37       6       2    1993    -9999.0000000       52.4117353
      38       7       2    1993    -9999.0000000       50.5083517
      39       8       2    1993    -9999.0000000       48.6986811
      40       9       2    1993    -9999.0000000       46.9837559
      41      10       2    1993    -9999.0000000       45.3595689
      42      11       2    1993    -9999.0000000       43.8206410
      43      12       2    1993    -9999.0000000       42.3613871
      44      13       2    1993    -9999.0000000       40.9764978
      45      14       2    1993    -9999.0000000       39.6610206
      46      15       2    1993    -9999.0000000       38.4103607
      47      16       2    1993    -9999.0000000       37.2202624
      48      17       2    1993    -9999.0000000       36.0867863
      49      18       2    1993    -9999.0000000       35.0062865
      50      19       2    1993    -9999.0000000       33.9820134
      51      20       2    1993    -9999.0000000       33.0158730
      52      21       2    1993    -9999.0000000       32.0815568
      53      22       2    1993    -9999.0000000       31.1812372
      54      23       2    1993    -9999.0000000       30.3183060
      55      24       2    1993    -9999.0000000       29.4914858
      56      25       2    1993    -9999.0000000       28.6987433
